id,name,content,timestamp
392727704614731787,kiyo#5581,"<@552090589315727380> it's available on ios but idk why it's not in android.",2020-02-15T13:37:24.886000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742",<:GWcorsairBully:399930787711156225>,2020-02-15T13:42:07.031000+00:00
669816992919978004,purefire205ta#0048,"I agree with this, because Everytime if you want to save the photo the best way is to upload to Google photo, but still not as convenient as save local.",2020-02-15T16:22:01.962000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742","A ""Save to phone"" option for the camera.",2020-02-15T09:04:48+00:00
392727704614731787,kiyo#5581,"<@552090589315727380> it's available on ios but idk why it's not in android.",2020-02-15T13:37:24.886000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742",<:GWcorsairBully:399930787711156225>,2020-02-15T13:42:07.031000+00:00
669816992919978004,purefire205ta#0048,"I agree with this, because Everytime if you want to save the photo the best way is to upload to Google photo, but still not as convenient as save local.",2020-02-15T16:22:01.962000+00:00
669816992919978004,purefire205ta#0048,"I removed it",2020-02-14T08:46:59.598000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742","A ""Save to phone"" option for the camera.",2020-02-15T09:04:48+00:00
392727704614731787,kiyo#5581,"<@552090589315727380> it's available on ios but idk why it's not in android.",2020-02-15T13:37:24.886000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742",<:GWcorsairBully:399930787711156225>,2020-02-15T13:42:07.031000+00:00
669816992919978004,purefire205ta#0048,"I agree with this, because Everytime if you want to save the photo the best way is to upload to Google photo, but still not as convenient as save local.",2020-02-15T16:22:01.962000+00:00
669816992919978004,purefire205ta#0048,"K, sorry",2020-02-14T08:46:19.011000+00:00
669816992919978004,purefire205ta#0048,"I removed it",2020-02-14T08:46:59.598000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742","A ""Save to phone"" option for the camera.",2020-02-15T09:04:48+00:00
392727704614731787,kiyo#5581,"<@552090589315727380> it's available on ios but idk why it's not in android.",2020-02-15T13:37:24.886000+00:00
552090589315727380,"🌸Løvëstãr🌸#3742",<:GWcorsairBully:399930787711156225>,2020-02-15T13:42:07.031000+00:00
