id,name,content,timestamp
638950768644325398,beeeestyh#8393,"Hii I think I've collected all the basic roles <:peep:560680122240466944>",2020-02-14T14:16:15.778000+00:00
363701267736035328,dg#7162,"Rainbow role added. Let me know if there's any problems.",2020-02-14T14:19:07.270000+00:00
638950768644325398,beeeestyh#8393,"Thank you <:hug:589655063027253288>",2020-02-14T14:28:50.781000+00:00
669816992919978004,purefire205ta#0048,"K tks",2020-02-13T06:55:17.072000+00:00
638950768644325398,beeeestyh#8393,"Hii I think I've collected all the basic roles <:peep:560680122240466944>",2020-02-14T14:16:15.778000+00:00
363701267736035328,dg#7162,"Rainbow role added. Let me know if there's any problems.",2020-02-14T14:19:07.270000+00:00
638950768644325398,beeeestyh#8393,"Thank you <:hug:589655063027253288>",2020-02-14T14:28:50.781000+00:00
392727704614731787,kiyo#5581,"<@669816992919978004> you can check out the <#612413659041497088> , there's a section explaining what the economy is for; and u can go to see the pinned message in <#598012309050490880> to see the details of every role",2020-02-13T06:54:18.990000+00:00
669816992919978004,purefire205ta#0048,"K tks",2020-02-13T06:55:17.072000+00:00
638950768644325398,beeeestyh#8393,"Hii I think I've collected all the basic roles <:peep:560680122240466944>",2020-02-14T14:16:15.778000+00:00
363701267736035328,dg#7162,"Rainbow role added. Let me know if there's any problems.",2020-02-14T14:19:07.270000+00:00
638950768644325398,beeeestyh#8393,"Thank you <:hug:589655063027253288>",2020-02-14T14:28:50.781000+00:00
669816992919978004,purefire205ta#0048,"Can anybody tell me what is the economy channel for?",2020-02-13T06:53:10.882000+00:00
392727704614731787,kiyo#5581,"<@669816992919978004> you can check out the <#612413659041497088> , there's a section explaining what the economy is for; and u can go to see the pinned message in <#598012309050490880> to see the details of every role",2020-02-13T06:54:18.990000+00:00
669816992919978004,purefire205ta#0048,"K tks",2020-02-13T06:55:17.072000+00:00
638950768644325398,beeeestyh#8393,"Hii I think I've collected all the basic roles <:peep:560680122240466944>",2020-02-14T14:16:15.778000+00:00
363701267736035328,dg#7162,"Rainbow role added. Let me know if there's any problems.",2020-02-14T14:19:07.270000+00:00
547530791911948328,Ashirav#3301,"<@311524882515099649>  <@392727704614731787> okok, I didn't know that. thanks for answering still!! 🤗<:mocahype:558657922603810826>",2020-02-11T08:58:51.200000+00:00
669816992919978004,purefire205ta#0048,"Can anybody tell me what is the economy channel for?",2020-02-13T06:53:10.882000+00:00
392727704614731787,kiyo#5581,"<@669816992919978004> you can check out the <#612413659041497088> , there's a section explaining what the economy is for; and u can go to see the pinned message in <#598012309050490880> to see the details of every role",2020-02-13T06:54:18.990000+00:00
669816992919978004,purefire205ta#0048,"K tks",2020-02-13T06:55:17.072000+00:00
638950768644325398,beeeestyh#8393,"Hii I think I've collected all the basic roles <:peep:560680122240466944>",2020-02-14T14:16:15.778000+00:00
311524882515099649,momo#6789,"Please note that Tsuki developers do not own the Pokecord bot or the Tatsumaki bot. These bots are just added in to the server due to high request. So we are not responsible for answering any questions regarding those bots. If there is a problem with the bots, please seek the bot developers for help in their respective servers.",2020-02-11T05:52:22.128000+00:00
547530791911948328,Ashirav#3301,"<@311524882515099649>  <@392727704614731787> okok, I didn't know that. thanks for answering still!! 🤗<:mocahype:558657922603810826>",2020-02-11T08:58:51.200000+00:00
669816992919978004,purefire205ta#0048,"Can anybody tell me what is the economy channel for?",2020-02-13T06:53:10.882000+00:00
392727704614731787,kiyo#5581,"<@669816992919978004> you can check out the <#612413659041497088> , there's a section explaining what the economy is for; and u can go to see the pinned message in <#598012309050490880> to see the details of every role",2020-02-13T06:54:18.990000+00:00
669816992919978004,purefire205ta#0048,"K tks",2020-02-13T06:55:17.072000+00:00
311524882515099649,momo#6789,"<@!547530791911948328> yo. So you only get rewards for your 1st catch of any pokemon, 10th catch of the same pokemon, and your 100th catch of the same pokemon. You do not get to claim any rewards without reaching those numbered goals. If you are still confused- I suggest going to the Pokecord server to seek further clarification.",2020-02-11T05:45:46.277000+00:00
311524882515099649,momo#6789,"Please note that Tsuki developers do not own the Pokecord bot or the Tatsumaki bot. These bots are just added in to the server due to high request. So we are not responsible for answering any questions regarding those bots. If there is a problem with the bots, please seek the bot developers for help in their respective servers.",2020-02-11T05:52:22.128000+00:00
547530791911948328,Ashirav#3301,"<@311524882515099649>  <@392727704614731787> okok, I didn't know that. thanks for answering still!! 🤗<:mocahype:558657922603810826>",2020-02-11T08:58:51.200000+00:00
669816992919978004,purefire205ta#0048,"Can anybody tell me what is the economy channel for?",2020-02-13T06:53:10.882000+00:00
392727704614731787,kiyo#5581,"<@669816992919978004> you can check out the <#612413659041497088> , there's a section explaining what the economy is for; and u can go to see the pinned message in <#598012309050490880> to see the details of every role",2020-02-13T06:54:18.990000+00:00
392727704614731787,kiyo#5581,"that's pokecord's thing not ours so we cant help <:sadsly:558330991148662806>",2020-02-11T05:33:25.706000+00:00
311524882515099649,momo#6789,"<@!547530791911948328> yo. So you only get rewards for your 1st catch of any pokemon, 10th catch of the same pokemon, and your 100th catch of the same pokemon. You do not get to claim any rewards without reaching those numbered goals. If you are still confused- I suggest going to the Pokecord server to seek further clarification.",2020-02-11T05:45:46.277000+00:00
311524882515099649,momo#6789,"Please note that Tsuki developers do not own the Pokecord bot or the Tatsumaki bot. These bots are just added in to the server due to high request. So we are not responsible for answering any questions regarding those bots. If there is a problem with the bots, please seek the bot developers for help in their respective servers.",2020-02-11T05:52:22.128000+00:00
547530791911948328,Ashirav#3301,"<@311524882515099649>  <@392727704614731787> okok, I didn't know that. thanks for answering still!! 🤗<:mocahype:558657922603810826>",2020-02-11T08:58:51.200000+00:00
669816992919978004,purefire205ta#0048,"Can anybody tell me what is the economy channel for?",2020-02-13T06:53:10.882000+00:00
547530791911948328,Ashirav#3301,"I didn't k ow where to ask this so I am askig this here...
There is some bug in the <#560158377045393418> . Coz it has happened about 9-10 time that when I caught about 2-3 pokemon there, when I user p!pokedex claim all command, I got reward for just one Pokemon...is that normal?",2020-02-11T05:31:46.462000+00:00
392727704614731787,kiyo#5581,"that's pokecord's thing not ours so we cant help <:sadsly:558330991148662806>",2020-02-11T05:33:25.706000+00:00
311524882515099649,momo#6789,"<@!547530791911948328> yo. So you only get rewards for your 1st catch of any pokemon, 10th catch of the same pokemon, and your 100th catch of the same pokemon. You do not get to claim any rewards without reaching those numbered goals. If you are still confused- I suggest going to the Pokecord server to seek further clarification.",2020-02-11T05:45:46.277000+00:00
311524882515099649,momo#6789,"Please note that Tsuki developers do not own the Pokecord bot or the Tatsumaki bot. These bots are just added in to the server due to high request. So we are not responsible for answering any questions regarding those bots. If there is a problem with the bots, please seek the bot developers for help in their respective servers.",2020-02-11T05:52:22.128000+00:00
547530791911948328,Ashirav#3301,"<@311524882515099649>  <@392727704614731787> okok, I didn't know that. thanks for answering still!! 🤗<:mocahype:558657922603810826>",2020-02-11T08:58:51.200000+00:00
638462386231181354,Icarus#2174,"<@311524882515099649>  I didn’t realize that was there. Thank you!",2020-02-10T01:40:01.809000+00:00
547530791911948328,Ashirav#3301,"I didn't k ow where to ask this so I am askig this here...
There is some bug in the <#560158377045393418> . Coz it has happened about 9-10 time that when I caught about 2-3 pokemon there, when I user p!pokedex claim all command, I got reward for just one Pokemon...is that normal?",2020-02-11T05:31:46.462000+00:00
392727704614731787,kiyo#5581,"that's pokecord's thing not ours so we cant help <:sadsly:558330991148662806>",2020-02-11T05:33:25.706000+00:00
311524882515099649,momo#6789,"<@!547530791911948328> yo. So you only get rewards for your 1st catch of any pokemon, 10th catch of the same pokemon, and your 100th catch of the same pokemon. You do not get to claim any rewards without reaching those numbered goals. If you are still confused- I suggest going to the Pokecord server to seek further clarification.",2020-02-11T05:45:46.277000+00:00
311524882515099649,momo#6789,"Please note that Tsuki developers do not own the Pokecord bot or the Tatsumaki bot. These bots are just added in to the server due to high request. So we are not responsible for answering any questions regarding those bots. If there is a problem with the bots, please seek the bot developers for help in their respective servers.",2020-02-11T05:52:22.128000+00:00
311524882515099649,momo#6789,"<@!638462386231181354> have you read the explanation for the ""economy"" in <#612413659041497088> ? If you haven't, I suggest taking a look there first. If you have, is there anything specific that you are confused of so that we can help you. Thanks.",2020-02-10T01:37:27.988000+00:00
638462386231181354,Icarus#2174,"<@311524882515099649>  I didn’t realize that was there. Thank you!",2020-02-10T01:40:01.809000+00:00
547530791911948328,Ashirav#3301,"I didn't k ow where to ask this so I am askig this here...
There is some bug in the <#560158377045393418> . Coz it has happened about 9-10 time that when I caught about 2-3 pokemon there, when I user p!pokedex claim all command, I got reward for just one Pokemon...is that normal?",2020-02-11T05:31:46.462000+00:00
392727704614731787,kiyo#5581,"that's pokecord's thing not ours so we cant help <:sadsly:558330991148662806>",2020-02-11T05:33:25.706000+00:00
311524882515099649,momo#6789,"<@!547530791911948328> yo. So you only get rewards for your 1st catch of any pokemon, 10th catch of the same pokemon, and your 100th catch of the same pokemon. You do not get to claim any rewards without reaching those numbered goals. If you are still confused- I suggest going to the Pokecord server to seek further clarification.",2020-02-11T05:45:46.277000+00:00
638462386231181354,Icarus#2174,"I don’t really understand the server economy. I’m new to discord.",2020-02-09T23:42:02.567000+00:00
311524882515099649,momo#6789,"<@!638462386231181354> have you read the explanation for the ""economy"" in <#612413659041497088> ? If you haven't, I suggest taking a look there first. If you have, is there anything specific that you are confused of so that we can help you. Thanks.",2020-02-10T01:37:27.988000+00:00
638462386231181354,Icarus#2174,"<@311524882515099649>  I didn’t realize that was there. Thank you!",2020-02-10T01:40:01.809000+00:00
547530791911948328,Ashirav#3301,"I didn't k ow where to ask this so I am askig this here...
There is some bug in the <#560158377045393418> . Coz it has happened about 9-10 time that when I caught about 2-3 pokemon there, when I user p!pokedex claim all command, I got reward for just one Pokemon...is that normal?",2020-02-11T05:31:46.462000+00:00
392727704614731787,kiyo#5581,"that's pokecord's thing not ours so we cant help <:sadsly:558330991148662806>",2020-02-11T05:33:25.706000+00:00
616460127754780692,omslake#9699,"Also the @ activiteas refer to some events hold in <#587642530116403216> you can check that channel out, and some drawing competitions.",2020-02-08T21:47:23.684000+00:00
638462386231181354,Icarus#2174,"I don’t really understand the server economy. I’m new to discord.",2020-02-09T23:42:02.567000+00:00
311524882515099649,momo#6789,"<@!638462386231181354> have you read the explanation for the ""economy"" in <#612413659041497088> ? If you haven't, I suggest taking a look there first. If you have, is there anything specific that you are confused of so that we can help you. Thanks.",2020-02-10T01:37:27.988000+00:00
638462386231181354,Icarus#2174,"<@311524882515099649>  I didn’t realize that was there. Thank you!",2020-02-10T01:40:01.809000+00:00
