id,name,content,timestamp
678185434714734593,lucy#5155,"Hi! I'm from Korea, I been playing tsuki almost 1 and half years, It had been my happiness since I found it. I really like the atmosphere, the slow and healing theme.",2020-02-15T10:41:16.341000+00:00
466392059310243882,xflameshadow#4985,"Hi I'm from HK! I've played Tsuki for a long time (almost 3 years) but I've changed phones a lot hehe. Tsuki is really great and I love the music~ 🙂",2020-02-15T11:22:46.202000+00:00
567038216667136003,HeureuxFelice#5294,"Hi, I'm Sing from Malaysia. I found this game from Play store while looking for healing game. I have been playing this game for more than a year <:hug:589655063027253288>",2020-02-15T16:16:14.758000+00:00
175301415894253569,Lumaric#0001,"Hi, I'm from France, I discovered the game 1 week ago from a friend. The game is very cool and relaxing. I love it.",2020-02-14T16:21:08.672000+00:00
678185434714734593,lucy#5155,"Hi! I'm from Korea, I been playing tsuki almost 1 and half years, It had been my happiness since I found it. I really like the atmosphere, the slow and healing theme.",2020-02-15T10:41:16.341000+00:00
466392059310243882,xflameshadow#4985,"Hi I'm from HK! I've played Tsuki for a long time (almost 3 years) but I've changed phones a lot hehe. Tsuki is really great and I love the music~ 🙂",2020-02-15T11:22:46.202000+00:00
567038216667136003,HeureuxFelice#5294,"Hi, I'm Sing from Malaysia. I found this game from Play store while looking for healing game. I have been playing this game for more than a year <:hug:589655063027253288>",2020-02-15T16:16:14.758000+00:00
432273269312323584,rickerbh#9626,"Hi, I’m from Australia. Been playing Tsuki for a few months now. I love the no pressure atmosphere of it.",2020-02-13T08:25:14.042000+00:00
175301415894253569,Lumaric#0001,"Hi, I'm from France, I discovered the game 1 week ago from a friend. The game is very cool and relaxing. I love it.",2020-02-14T16:21:08.672000+00:00
678185434714734593,lucy#5155,"Hi! I'm from Korea, I been playing tsuki almost 1 and half years, It had been my happiness since I found it. I really like the atmosphere, the slow and healing theme.",2020-02-15T10:41:16.341000+00:00
466392059310243882,xflameshadow#4985,"Hi I'm from HK! I've played Tsuki for a long time (almost 3 years) but I've changed phones a lot hehe. Tsuki is really great and I love the music~ 🙂",2020-02-15T11:22:46.202000+00:00
567038216667136003,HeureuxFelice#5294,"Hi, I'm Sing from Malaysia. I found this game from Play store while looking for healing game. I have been playing this game for more than a year <:hug:589655063027253288>",2020-02-15T16:16:14.758000+00:00
439783784930344960,selcouth#0213,"Hi, i’m Jess fro Indonesia. i’ve been obsessed with this game lately cause the game is VERY relaxing.",2020-02-13T04:24:44.708000+00:00
432273269312323584,rickerbh#9626,"Hi, I’m from Australia. Been playing Tsuki for a few months now. I love the no pressure atmosphere of it.",2020-02-13T08:25:14.042000+00:00
175301415894253569,Lumaric#0001,"Hi, I'm from France, I discovered the game 1 week ago from a friend. The game is very cool and relaxing. I love it.",2020-02-14T16:21:08.672000+00:00
678185434714734593,lucy#5155,"Hi! I'm from Korea, I been playing tsuki almost 1 and half years, It had been my happiness since I found it. I really like the atmosphere, the slow and healing theme.",2020-02-15T10:41:16.341000+00:00
466392059310243882,xflameshadow#4985,"Hi I'm from HK! I've played Tsuki for a long time (almost 3 years) but I've changed phones a lot hehe. Tsuki is really great and I love the music~ 🙂",2020-02-15T11:22:46.202000+00:00
669845631996657674,pumpkin#2607,"Hi!! I'm from New Zealand and I've been playing tsuki for a while now, but I only got discord recently. TSUKI IS JUST SO CUTE and the game is so relaxing. Plus I love the music.",2020-02-13T04:07:51.020000+00:00
439783784930344960,selcouth#0213,"Hi, i’m Jess fro Indonesia. i’ve been obsessed with this game lately cause the game is VERY relaxing.",2020-02-13T04:24:44.708000+00:00
432273269312323584,rickerbh#9626,"Hi, I’m from Australia. Been playing Tsuki for a few months now. I love the no pressure atmosphere of it.",2020-02-13T08:25:14.042000+00:00
175301415894253569,Lumaric#0001,"Hi, I'm from France, I discovered the game 1 week ago from a friend. The game is very cool and relaxing. I love it.",2020-02-14T16:21:08.672000+00:00
678185434714734593,lucy#5155,"Hi! I'm from Korea, I been playing tsuki almost 1 and half years, It had been my happiness since I found it. I really like the atmosphere, the slow and healing theme.",2020-02-15T10:41:16.341000+00:00
462055044926144533,"bones blue#2854","Hi, I’m bones or Honey, I found this app a few weeks ago and joined this discord after experiencing a bug, but I’m looking forward to sticking around and contributing however i can! I love the app and am constantly impressed by the app devs hard work <:hug:589655063027253288>  thank you !!",2020-02-13T02:15:56.100000+00:00
669845631996657674,pumpkin#2607,"Hi!! I'm from New Zealand and I've been playing tsuki for a while now, but I only got discord recently. TSUKI IS JUST SO CUTE and the game is so relaxing. Plus I love the music.",2020-02-13T04:07:51.020000+00:00
439783784930344960,selcouth#0213,"Hi, i’m Jess fro Indonesia. i’ve been obsessed with this game lately cause the game is VERY relaxing.",2020-02-13T04:24:44.708000+00:00
432273269312323584,rickerbh#9626,"Hi, I’m from Australia. Been playing Tsuki for a few months now. I love the no pressure atmosphere of it.",2020-02-13T08:25:14.042000+00:00
175301415894253569,Lumaric#0001,"Hi, I'm from France, I discovered the game 1 week ago from a friend. The game is very cool and relaxing. I love it.",2020-02-14T16:21:08.672000+00:00
654419171689365506,XL#4735,"Hi I’m Snow; just got this game this month and fell in love with the cuteness of the game! I even got my sister playing!",2020-02-12T05:42:34.838000+00:00
462055044926144533,"bones blue#2854","Hi, I’m bones or Honey, I found this app a few weeks ago and joined this discord after experiencing a bug, but I’m looking forward to sticking around and contributing however i can! I love the app and am constantly impressed by the app devs hard work <:hug:589655063027253288>  thank you !!",2020-02-13T02:15:56.100000+00:00
669845631996657674,pumpkin#2607,"Hi!! I'm from New Zealand and I've been playing tsuki for a while now, but I only got discord recently. TSUKI IS JUST SO CUTE and the game is so relaxing. Plus I love the music.",2020-02-13T04:07:51.020000+00:00
439783784930344960,selcouth#0213,"Hi, i’m Jess fro Indonesia. i’ve been obsessed with this game lately cause the game is VERY relaxing.",2020-02-13T04:24:44.708000+00:00
432273269312323584,rickerbh#9626,"Hi, I’m from Australia. Been playing Tsuki for a few months now. I love the no pressure atmosphere of it.",2020-02-13T08:25:14.042000+00:00
