id,name,content,timestamp
363701267736035328,dg#7162,"Errr I only have one for the forest since I compiled them during the release week. But then I don't think people actually know that it was pinned in this server so I kind of stopped making them entirely.",2020-02-15T16:51:19.525000+00:00
564583296814809088,BREAD#7623,"nvm thought it was fishing log",2020-02-15T16:55:02.717000+00:00
564583296814809088,BREAD#7623,"i’m dumb",2020-02-15T16:55:07.103000+00:00
462055044926144533,"bones blue#2854","that pdf is very informative, thank you <@363701267736035328> 
are there any other documents like that on Yukiyama or the other areas?",2020-02-15T16:50:03.881000+00:00
363701267736035328,dg#7162,"Errr I only have one for the forest since I compiled them during the release week. But then I don't think people actually know that it was pinned in this server so I kind of stopped making them entirely.",2020-02-15T16:51:19.525000+00:00
564583296814809088,BREAD#7623,"nvm thought it was fishing log",2020-02-15T16:55:02.717000+00:00
564583296814809088,BREAD#7623,"i’m dumb",2020-02-15T16:55:07.103000+00:00
669816992919978004,purefire205ta#0048,"K, tks a lot",2020-02-15T16:24:55.981000+00:00
462055044926144533,"bones blue#2854","that pdf is very informative, thank you <@363701267736035328> 
are there any other documents like that on Yukiyama or the other areas?",2020-02-15T16:50:03.881000+00:00
363701267736035328,dg#7162,"Errr I only have one for the forest since I compiled them during the release week. But then I don't think people actually know that it was pinned in this server so I kind of stopped making them entirely.",2020-02-15T16:51:19.525000+00:00
564583296814809088,BREAD#7623,"nvm thought it was fishing log",2020-02-15T16:55:02.717000+00:00
564583296814809088,BREAD#7623,"i’m dumb",2020-02-15T16:55:07.103000+00:00
363701267736035328,dg#7162,https://drive.google.com/file/d/1-wHGqzsT3yKVmmRdFwGWDxExrAJwBHbS/view,2020-02-15T16:20:30.293000+00:00
669816992919978004,purefire205ta#0048,"K, tks a lot",2020-02-15T16:24:55.981000+00:00
462055044926144533,"bones blue#2854","that pdf is very informative, thank you <@363701267736035328> 
are there any other documents like that on Yukiyama or the other areas?",2020-02-15T16:50:03.881000+00:00
363701267736035328,dg#7162,"Errr I only have one for the forest since I compiled them during the release week. But then I don't think people actually know that it was pinned in this server so I kind of stopped making them entirely.",2020-02-15T16:51:19.525000+00:00
564583296814809088,BREAD#7623,"nvm thought it was fishing log",2020-02-15T16:55:02.717000+00:00
